H4629,"ma`areh (mah-ar-eh') n-m.
1. a nude place, i.e. a common
[from H6168]
KJV: meadows. 
Root(s): H6168 "
H4630,"ma`arah (mah-ar-aw') n-f.
1. an open spot
[feminine of H4629]
KJV: army (from the margin). 
Root(s): H4629 "
H4631,"m`arah (meh-aw-raw') n-f.
1. a cavern (as dark)
[from H5783]
KJV: cave, den, hole. 
Root(s): H5783 "
H4632,"M`arah (meh-aw-raw') n/l.
1. cave
2. Mearah, a place in Israel
[the same as H4631]
KJV: Mearah. 
Root(s): H4631 "
H4633,"ma`arak (mah-ar-awk') n-m.
1. an arrangement, i.e. (figuratively) mental disposition
[from H6186]
KJV: preparation. 
Root(s): H6186 "
H4634,"ma`arakah (mah-ar-aw-kaw') n-f.
1. an arrangement
2. (concretely) a pile
3. (specifically) a military array
[feminine of H4633]
KJV: army, fight, be set in order, ordered place, rank, row. 
Root(s): H4633 "
H4635,"ma`areketh (mah-ar-eh'-keth) n-f.
1. an arrangement
2. (concretely) a pile (of loaves)
[from H6186]
KJV: row, shewbread. 
Root(s): H6186 "
H4636,"ma`arom (mah-ar-ome') n-m.
1. bare
[from H6191, in the sense of stripping]
KJV: naked. 
Root(s): H6191 "
H4637,"ma`aratsah (mah-ar-aw-tsaw') n-f.
1. violence
[from H6206]
KJV: terror. 
Root(s): H6206 "
H4638,"Ma`arath (mah-ar-awth') n/l.
1. waste
2. Maarath, a place in Israel
[a form of H4630]
KJV: Maarath. 
Root(s): H4630 "
H4639,"ma`aseh (mah-as-eh') n-m.
1. an action (good or bad)
2. (generally) a transaction
3. (abstractly) activity
4. (by implication) a product
5. (hence, generally) property
6. (hence, specifically) a poem
[from H6213]
KJV: act, art, + bakemeat, business, deed, do(-ing), labor, thing made, ware of making, occupation, thing offered, operation, possession, X well, ((handy-, needle-, net-))work(ing, - manship), wrought. 
Root(s): H6213 "
H4640,"Ma`say (mah-as-ah'ee) n/p.
1. operative
2. Maasai, an Israelite
[from H6213]
KJV: Maasiai. 
Root(s): H6213 "
H4641,"Ma`aseyah (mah-as-ay-yaw') (or Maaseyahuw {mah-as-ay-yaw'-hoo}) n/p.
1. work of Jah
2. Maasejah, the name of sixteen Israelites
[from H4639 and H3050]
KJV: Maaseiah. 
Root(s): H4639, H3050 "
H4642,"ma`ashaqqah (mah-ash-ak-kaw') n-f.
1. oppression
[from H6231]
KJV: oppression, X oppressor. 
Root(s): H6231 "
H4643,"ma`aser (mah-as-ayr') (or maasar {mah-as-ar'} and (in plural) feminine maasrah {mah-as-raw'};) n-m.
1. a tenth
2. especially a tithe
[from H6240]
KJV: tenth (part), tithe(-ing). 
Root(s): H6240 "
H4644,"Moph (mofe) n/l.
1. Memphis
[of Egyptian origin]
 Compare: H5297 "
H4645,"miphga` (mif-gaw') n-m.
1. an object of attack
[from H6293]
KJV: mark. 
Root(s): H6293 "
H4646,"mappach (map-pawkh') n-m.
1. a breathing out (of life), i.e. expiring
[from H5301]
KJV: giving up. 
Root(s): H5301 "
H4647,"mappuach (map-poo'-akh) n-m.
1. the bellows (i.e. blower) of a forge
[from H5301]
KJV: bellows. 
Root(s): H5301 "
H4648,"Mphiybosheth (mef-ee-bo'-sheth) (or Mphibosheth {mef-ee-bo'-sheth}) n/p.
1. dispeller of shame (i.e. of Baal)
2. Mephibosheth, the name of two Israelites
[probably from H6284 and H1322]
KJV: Mephibosheth. 
Root(s): H6284, H1322 "
H4649,"Muppiym (moop-peem') n/p.
1. wavings
2. Muppim, an Israelite
[a plural apparently from H5130]
KJV: Muppim. 
Root(s): H5130 
Compare: H8206 "
H4650,"mephiyts (may-feets') n-m.
1. a breaker, i.e. mallet
[from H6327]
KJV: maul. 
Root(s): H6327 "
H4651,"mappal (map-pawl') n-m.
1. a falling off, i.e. chaff
2. also something pendulous, i.e. a flap
[from H5307]
KJV: flake, refuse. 
Root(s): H5307 "
H4652,"miphla'ah (mif-law-aw') n-f.
1. a miracle
[from H6381]
KJV: wondrous work. 
Root(s): H6381 "
H4653,"miphlaggah (mif-lag-gaw') n-f.
1. a classification
[from H6385]
KJV: division. 
Root(s): H6385 "
H4654,"mappalah (map-paw-law') (or mappelah {map-pay-law'}) n-f.
1. something fallen, i.e. a ruin
[from H5307]
KJV: ruin(-ous). 
Root(s): H5307 "
H4655,"miphlat (mif-lawt') n-m.
1. an escape
[from H6403]
KJV: escape. 
Root(s): H6403 "
H4656,"miphletseth (mif-leh'-tseth) n-f.
1. a terror, i.e. an idol
[from H6426]
KJV: idol. 
Root(s): H6426 "
H4657,"miphlas (mif-lawce') n-m.
1. a poising
[from an unused root meaning to balance]
KJV: balancing. "
H4658,"mappeleth (map-peh'-leth) n-f.
1. fall, i.e. decadence
2. (concretely) a ruin
3. (specifically) a carcass
[from H5307]
KJV: carcase, fall, ruin. 
Root(s): H5307 "
H4659,"miph`al (mif-awl') (or (feminine) miph.alah {mif-aw-law'}) n-m.
1. a performance
[from H6466]
KJV: work. 
Root(s): H6466 "
H4660,"mappats (map-pawts') n-m.
1. a smiting to pieces
[from H5310]
KJV: slaughter. 
Root(s): H5310 "
H4661,"mappets (map-pates') n-m.
1. a smiter, i.e. a war club
[from H5310]
KJV: battle ax. 
Root(s): H5310 "
H4662,"miphqad (mif-kawd') n-m.
1. an appointment, i.e. mandate
2. (concretely) a designated spot
3. (specifically) a census
[from H6485]
KJV: appointed place, commandment, number. 
Root(s): H6485 "
H4663,"Miphqad (mif-kawd') n-m.
1. assignment
2. Miphkad, the name of a gate in Jerusalem
[the same as H4662]
KJV: Miphkad. 
Root(s): H4662 "
H4664,"miphrats (mif-rawts') n-m.
1. a break (in the shore), i.e. a haven
[from H6555]
KJV: breach. 
Root(s): H6555 "
H4665,"miphreketh (mif-reh'-keth) n-f.
1. (properly) a fracture, i.e. joint (vertebrae) of the neck
[from H6561]
KJV: neck. 
Root(s): H6561 "
H4666,"miphras (mif-rawce') n-m.
1. an expansion
[from H6566]
KJV: that which...spreadest forth, spreading. 
Root(s): H6566 "
H4667,"miphsa`ah (mif-saw-aw') n-f.
1. a stride, i.e. (by euphemism) the crotch
[from H6585]
KJV: buttocks. 
Root(s): H6585 "
H4668,"maphteach (maf-tay'-akh) n-m.
1. an opener, i.e. a key
[from H6605]
KJV: key. 
Root(s): H6605 "
H4669,"miphtach (mif-tawkh') n-m.
1. an aperture, i.e. (figuratively) utterance
[from H6605]
KJV: opening. 
Root(s): H6605 "
H4670,"miphtan (mif-tawn') n-m.
1. a stretcher, i.e. a sill
[from the same as H6620]
KJV: threshold. 
Root(s): H6620 "
H4671,"mots (motes) (or mowts (Zephaniah 2) n-m.
1. chaff (as pressed out, i.e. winnowed or (rather) threshed loose)
[from H4160]
KJV: chaff. 
Root(s): H4160 "
H4672,"matsa' (maw-tsaw') v.
1. (properly) to come forth to, i.e. appear or exist
2. transitively, to attain, i.e. find or acquire
3. (figuratively) to occur, meet or be present
[a primitive root]
KJV: + be able, befall, being, catch, X certainly, (cause to) come (on, to, to hand), deliver, be enough (cause to) find(-ing, occasion, out), get (hold upon), X have (here), be here, hit, be left, light (up-)on, meet (with), X occasion serve, (be) present, ready, speed, suffice, take hold on. "
H4673,"matstsab (mats-tsawb') n-m.
1. a fixed spot
2. (figuratively) an office, a military post
[from H5324]
KJV: garrison, station, place where...stood. 
Root(s): H5324 "
H4674,"mutstsab (moots-tsawb') n-m.
1. a station, i.e. military post
[from H5324]
KJV: mount. 
Root(s): H5324 "
H4675,"matstsabah (mats-tsaw-baw') (or mitstsabah {mits-tsaw-baw'}) n-f.
1. a military guard
[feminine of H4673]
KJV: army, garrison. 
Root(s): H4673 "
H4676,"matstsebah (mats-tsay-baw') n-f.
1. something stationed, i.e. a column or (memorial stone)
2. by analogy, an idol
[feminine (causatively) participle of H5324]
KJV: garrison, (standing) image, pillar. 
Root(s): H5324 "
H4677,"Mtsobayah (mets-o-baw-yaw') n/l.
1. found of Jah
2. Metsobajah, a place in Israel
[apparently from H4672 and H3050]
KJV: Mesobaite. 
Root(s): H4672, H3050 "
H4678,"matstsebeth (mats-tseh'-beth) n-f.
1. something stationary, i.e. a monumental stone
2. also the stock of a tree
[from H5324]
KJV: pillar, substance. 
Root(s): H5324 "
H4679,"mtsad (mets-ad') (or mtsad {mets-awd'} or (feminine) mtsadah {mets-aw-daw'};) n-f.
1. a fastness (as a covert of ambush)
[from H6679]
KJV: castle, fort, (strong) hold, munition. 
Root(s): H6679 "
H4680,"matsah (maw-tsaw') v.
1. to suck out
2. (by implication) to drain, to squeeze out
[a primitive root]
KJV: suck, wring (out). "
H4681,"Motsah (mo-tsaw') n/p.
1. drained
2. Motsah, a place in Israel
[active participle feminine of H4680]
KJV: Mozah. 
Root(s): H4680 "
H4682,"matstsah (mats-tsaw') n-f.
1. (properly) sweetness
2. (concretely) sweet (i.e. not soured or bittered with yeast)
3. (specifically) an unfermented cake or loaf
4. (elliptically) the festival of Passover (because no leaven was then used)
[from H4711 in the sense of greedily devouring for sweetness]
KJV: unleaved (bread, cake), without leaven. 
Root(s): H4711 "
H4683,"matstsah (mats-tsaw') n-f.
1. a quarrel
[from H5327]
KJV: contention, debate, strife. 
Root(s): H5327 "
H4684,"matshalah (mats-haw-law') n-f.
1. a whinnying (through impatience for battle or lust)
[from H6670]
KJV: neighing. 
Root(s): H6670 "
H4685,"matsowd (maw-tsode') (or (feminine) mtsowdah {mets-o-daw'} or mtsodah {mets-o-daw'}) n-f.
1. a net (for capturing animals or fishes)
2. (by interchange for H4679) a fastness or (beseiging) tower
[from H6679]
KJV: bulwark, hold, munition, net, snare. 
Root(s): H6679 
See also: H4679 "
H4686,"matsuwd (maw-tsood') (or (feminine) mtsuwdah {mets-oo-daw'}; or mtsudah {mets-oo-daw'};) n-f.
1. a net, or (abstractly) capture
2. also a fastness
3. 
[for H4685]
KJV: castle, defense, fort(-ress), (strong) hold, be hunted, net, snare, strong place. 
Root(s): H4685 "
H4687,"mitsvah (mits-vaw') n-f.
1. a command, whether human or divine (collectively, the Law)
[from H6680]
KJV: (which was) commanded(-ment), law, ordinance, precept. 
Root(s): H6680 "
H4688,"mtsowlah (mets-o-law') (or mtsolah {mets-o-law'} also mtsuwlah {mets-oo-law'}; or mtsulah {mets-oo-law'};) n-f.
1. a deep place (of water or mud)
[from the same as H6683]
KJV: bottom, deep, depth. 
Root(s): H6683 "
H4689,"matsowq (maw-tsoke') n-m.
1. a narrow place, i.e. (abstractly and figuratively) confinement or disability
[from H6693]
KJV: anguish, distress, straitness. 
Root(s): H6693 "
H4690,"matsuwq (maw-tsook') (or matsuq {maw-tsook'}) n-m.
1. something narrow, i.e. a column or hilltop
[from H6693]
KJV: pillar, situate. 
Root(s): H6693 "
H4691,"mtsuwqah (mets-oo-kaw') (or mtsuqah {mets-oo-kaw'}) n-f.
1. narrowness, i.e. (figuratively) trouble
[feminine of H4690]
KJV: anguish, distress. 
Root(s): H4690 "
H4692,"matsowr (maw-tsore') (or matsuwr {maw-tsoor'}) n-m.
1. something hemming in
2. (objectively) a mound (of besiegers)
3. (abstractly) a siege
4. (figuratively) distress
5. (subjectively) a fastness
[from H6696]
KJV: besieged, bulwark, defence, fenced, fortress, siege, strong (hold), tower. 
Root(s): H6696 "
H4693,"matsowr (maw-tsore') n/l.
1. Egypt (as the border of Israel)
[the same as H4692 in the sense of a limit]
KJV: besieged places, defense, fortified. 
Root(s): H4692 "
H4694,"mtsuwrah (mets-oo-raw') (or mtsurah {mets-oo-raw'}) n-f.
1. a hemming in
2. (objectively) a mound (of siege)
3. (subjectively) a rampart (of protection)
4. (abstractly) fortification
[feminine of H4692]
KJV: fenced (city, fort, munition, strong hold. 
Root(s): H4692 "
H4695,"matstsuwth (mats-tsooth') n-f.
1. a quarrel
[from H5327]
KJV: that contended. 
Root(s): H5327 "
H4696,"metsach (may'-tsakh) n-m.
1. the forehead (as open and prominent)
[from an unused root meaning to be clear, i.e. conspicuous]
KJV: brow, forehead, + impudent. "
H4697,"mitschah (mits-khaw') n-f.
1. a shin-piece of armor (as prominent), only plural
[from the same as H4696]
KJV: greaves. 
Root(s): H4696 "
H4698,"mtsillah (mets-il-law') n-f.
1. a tinkler, i.e. a bell
[from H6750]
KJV: bell. 
Root(s): H6750 "
H4699,"mtsullah (mets-ool-law') n-m.
1. shade
[from H6751]
KJV: bottom. 
Root(s): H6751 "
H4700,"mtseleth (mets-ay'-leth) n-f.
1. (only dual) double tinklers, i.e. cymbals
[from H6750]
KJV: cymbals. 
Root(s): H6750 "
H4701,"mitsnepheth (mits-neh'-feth) n-f.
1. a tiara, i.e. official turban (of a king or high priest)
[from H6801]
KJV: diadem, mitre. 
Root(s): H6801 "
H4702,"matstsa` (mats-tsaw') n-m.
1. a couch
[from H3331]
KJV: bed. 
Root(s): H3331 "
H4703,"mits`ad (mits-awd') n-m.
1. a step
2. (figuratively) companionship
[from H6805]
KJV: going, step. 
Root(s): H6805"
H4704,"mitsts`iyrah (mits-tseh-ee-raw') n-f.
1. (properly) littleness
2. (concretely) diminutive
[feminine of H4705]
KJV: little. 
Root(s): H4705 "
H4705,"mits`ar (mits-awr') n-m.
1. petty (in size or number)
2. adverbially, a short (time)
[from H6819]
KJV: little one (while), small. 
Root(s): H6819 "
H4706,"Mits`ar (mits-awr') n/l.
1. Mitsar, a peak of Lebanon
[the same as H4705]
KJV: Mizar. 
Root(s): H4705 "
H4707,"mitspeh (mits-peh') n-m.
1. an observatory, especially for military purposes
[from H6822]
KJV: watch tower. 
Root(s): H6822 "
H4708,"Mitspeh (mits-peh') n/l.
1. Mitspeh, the name of five places in Israel
[the same as H4707]
KJV: Mizpeh, watch tower. 
Root(s): H4707 
Compare: H4709 "
H4709,"Mitspah (mits-paw') n/p.
1. Mitspah, the name of two places in Israel
[feminine of H4708]
KJV: Mitspah. (This seems rather to be only an orthographic variation of H4708 when ""in pause"".) 
Root(s): H4708, H4708 "
H4710,"mitspun (mits-poon') n-m.
1. a secret (place or thing, perhaps, treasure)
[from H6845]
KJV: hidden thing. 
Root(s): H6845 "
H4711,"matsats (maw-tsats') v.
1. to suck
[a primitive root]
KJV: milk. "
H4712,"metsar (may-tsar') n-m.
1. something tight, i.e. (figuratively) trouble
[from H6896]
KJV: distress, pain, strait. 
Root(s): H6896 "
H4713,"Mitsriy (mits-ree') adj.
1. a Mitsrite, or inhabitant of Mitsrajim
[from H4714]
KJV: Egyptian, of Egypt. 
Root(s): H4714 "
H4714,"Mitsrayim (mits-rah'-yim) adj.
1. Mitsrajim, i.e. Upper and Lower Egypt
[dual of H4693]
KJV: Egypt, Egyptians, Mizraim. 
Root(s): H4693 "
H4715,"mitsreph (mits-rafe') n-m.
1. a crucible
[from H6884]
KJV: fining pot. 
Root(s): H6884 "
H4716,"maq (mak) n-m.
1. (properly) a melting, i.e. putridity
[from H4743]
KJV: rottenness, stink. 
Root(s): H4743 "
H4717,"maqqabah (mak-kaw-baw') n-f.
1. (properly) a perforatrix, i.e. a hammer (as piercing)
[from H5344]
KJV: hammer. 
Root(s): H5344 "
H4718,"maqqebeth (mak-keh'-beth) n-f.
1. (properly) a perforator, i.e. a hammer (as piercing)
2. (intransitively) a perforation, i.e. a quarry
[from H5344]
KJV: hammer, hole. 
Root(s): H5344 "
H4719,"Maqqedah (mak-kay-daw') n/l.
1. fold
2. Makkedah, a place in Israel
[from the same as H5348 in the denominative sense of herding]
KJV: Makkedah. 
Root(s): H5348 
Compare: H5349 "
H4720,"miqdash (mik-dawsh') (or miqqdash (Exod. 15) n-m.
1. a consecrated thing or place, especially, a palace, sanctuary (whether of Jehovah or of idols) or asylum
[from H6942]
KJV: chapel, hallowed part, holy place, sanctuary. 
Root(s): H6942 "
H4721,"maqhel (mak-hale') (or (feminine) maqhelah {mak-hay-law'}) n-m.
1. an assembly
[from H6950]
KJV: congregation. 
Root(s): H6950 "
H4722,"Maqheloth (mak-hay-loth') n/p.
1. assemblies
2. Makheloth, a place in the Desert
[plural of H4721 (feminine)]
KJV: Makheloth. 
Root(s): H4721 "
H4723,"miqveh (mik-veh') (or miqveh (1 Kings 10) n-m.
1. something waited for, i.e. confidence (objective or subjective)
2. also a collection, i.e. (of water) a pond, or (of men and horses) a caravan or drove
[from H6960]
KJV: abiding, gathering together, hope, linen yarn, plenty (of water), pool. 
Root(s): H6960 "
H4724,"miqvah (mik-vaw') n-f.
1. a collection, i.e. (of water) a reservoir
[feminine of H4723]
KJV: ditch. 
Root(s): H4723 "
H4725,"maqowm (maw-kome') (or maqom {maw-kome'} also (feminine) mqowmah {mek-o-mah'}; or mqomah {mek-o-mah'};) n-m.
1. (properly) a standing, i.e. a spot
2. but used widely of a locality (general or specific)
3. (figuratively) of a condition (of body or mind)
[from H6965]
KJV: country, X home, X open, place, room, space, X whither(-soever). 
Root(s): H6965 "
H4726,"maqowr (maw-kore') (or maqor {maw-kore'}) n-m.
1. (properly) something dug, i.e. a (general) source (of water, even when naturally flowing
2. also of tears, blood (by euphemism, of the female pudenda)
3. (figuratively) of happiness, wisdom, progeny)
[from H6979]
KJV: fountain, issue, spring, well(-spring). 
Root(s): H6979 "
H4727,"miqqach (mik-kawkh') n-m.
1. reception
[from H3947]
KJV: taking. 
Root(s): H3947 "
H4728,"maqqachah (mak-kaw-khaw') n-f.
1. something received, i.e. merchandise (purchased)
[from H3947]
KJV: ware. 
Root(s): H3947 "
H4729,"miqtar (mik-tawr') n-m.
1. something to fume (incense) on i.e. a hearth place
[from H6999]
KJV: to burn...upon. 
Root(s): H6999 "
H4730,"miqtereth (mik-teh'-reth) n-f.
1. something to fume (incense) in, i.e. a coal-pan
[feminine of H4729]
KJV: censer. 
Root(s): H4729 "
H4731,"maqqel (mak-kale;) (or (feminine) maqqlah {mak-kel-aw'}) n-m.
1. a shoot, i.e. stick (with leaves on, or for walking, striking, guiding, divining)
[from an unused root meaning apparently to germinate]
KJV: rod, ((hand- ))staff. "
H4732,"Miqlowth (mik-lohth') n/p.
1. rods
2. Mikloth, a place in the Desert
[(or perhaps mik-kel-ohth') plural of (feminine) H4731]
KJV: Mikloth. 
Root(s): H4731 "
H4733,"miqlat (mik-lawt') n-m.
1. an asylum (as a receptacle)
[from H7038 in the sense of taking in]
KJV: refuge. 
Root(s): H7038 "
H4734,"miqla`ath (mik-lah'-ath) n-f.
1. a sculpture (probably in bas-relief)
[from H7049]
KJV: carved (figure), carving, graving. 
Root(s): H7049 "
H4735,"miqneh (mik-neh') n-m.
1. something bought, i.e. property, but only livestock
2. abstractly, acquisition
[from H7069]
KJV: cattle, flock, herd, possession, purchase, substance. 
Root(s): H7069 "
H4736,"miqnah (mik-naw') n-f.
1. (properly) a buying, i.e. acquisition
2. (concretely) a piece of property (land or living)
3. (also) the sum paid
[feminine of H4735]
KJV: (he that is) bought, possession, piece, purchase. 
Root(s): H4735 "
H4737,"Miqneyahuw (mik-nay-yaw'-hoo) n/p.
1. possession of Jah
2. Miknejah, an Israelite
[from H4735 and H3050]
KJV: Mikneiah. 
Root(s): H4735, H3050 "
H4738,"miqcam (mik-sawn') n-m.
1. an augury
[from H7080]
KJV: divination. 
Root(s): H7080 "
H4739,"Maqats (maw-kats') n/l.
1. end
2. Makats, a place in Israel
[from H7112]
KJV: Makaz. 
Root(s): H7112 "
H4740,"maqtsowa` (mak-tso'-ah) (or maqtsoa {mak-tso-ah} or (feminine) maqtso-ah {mak-tso-aw'};) n-m.
1. an angle or recess
[from H7106 in the denominative sense of bending]
KJV: corner, turning. 
Root(s): H7106 "
H4741,"maqtsu`ah (mak-tsoo-aw') n-f.
1. a scraper, i.e. a carving chisel
[from H7106]
KJV: plane. 
Root(s): H7106 "
H4742,"mquts`ah (mek-oots-aw') n-f.
1. an angle
[from H7106 in the denominative sense of bending]
KJV: corner. 
Root(s): H7106 "
H4743,"maqaq (maw-kak') v.
1. to melt
2. (figuratively) to flow, dwindle, vanish
[' a primitive root]
KJV: consume away, be corrupt, dissolve, pine away. "
H4744,"miqra' (mik-raw') n-m.
1. something called out, i.e. a public meeting (the act, the persons, or the place)
2. also a rehearsal
[from H7121]
KJV: assembly, calling, convocation, reading. 
Root(s): H7121 "
H4745,"miqreh (mik-reh') n-m.
1. something met with, i.e. an accident or fortune
[from H7136]
KJV: something befallen, befalleth, chance, event, hap(-peneth). 
Root(s): H7136"
H4746,"mqareh (mek-aw-reh') n-m.
1. (properly) something meeting, i.e. a frame (of timbers)
[from H7136]
KJV: building. 
Root(s): H7136 "
H4747,"mqerah (mek-ay-raw') n-f.
1. a cooling off
[from the same as H7119]
KJV: X summer. 
Root(s): H7119 "
H4748,"miqsheh (mik-sheh') n-m.
1. something turned (rounded), i.e. a curl (of tresses)
[from H7185 in the sense of knotting up round and hard]
KJV: X well (set) hair. 
Root(s): H7185 "
H4749,"miqshah (mik-shaw') n-f.
1. rounded work, i.e. moulded by hammering (repousse)
[feminine of H4748]
KJV: beaten (out of one piece, work), upright, whole piece. 
Root(s): H4748 "
H4750,"miqshah (mik-shaw') n-f.
1. (literally) a cucumbered field, i.e. a cucumber patch
[denominative from H7180]
KJV: garden of cucumbers. 
Root(s): H7180 "
H4751,"mar (mar) (or (feminine) marah {maw-raw'}) adj.
1. (literally or figuratively) bitter
2. (as noun) bitterness
3. (adverbially) bitterly
[from H4843]
KJV: + angry, bitter(-ly, -ness), chafed, discontented, X great, heavy. 
Root(s): H4843 "
H4752,"mar (mar) n-m.
1. a drop
[from H4843 in its original sense of distillation]
KJV: drop. 
Root(s): H4843 "
H4753,"more (mor) (or mowr {more}) n-m.
1. myrrh (as distilling in drops, and also as bitter)
[from H4843]
KJV: myrrh. 
Root(s): H4843 "
H4754,"mara' (maw-raw') v.
1. to rebel
2. hence (through the idea of maltreating) to whip, i.e. lash (self with wings, as the ostrich in running)
[a primitive root]
KJV: be filthy, lift up self. "
H4755,"Mara' (maw-raw') n/p.
1. bitter
2. Mara, a symbolic name of Naomi
[for H4751 feminine]
KJV: Mara. 
Root(s): H4751 "
H4756,"mare' (maw-ray') n-m.
1. a master
[(Aramaic) from a root corresponding to H4754 in the sense of domineering]
KJV: lord, Lord. 
Root(s): H4754 "
H4757,"Mro'dak Bal'adan (mer-o-dak' bal-aw-dawn') n/p.
1. Merodak-Baladan, a Babylonian king
[of foreign derivation]
KJV: Merodach-baladan. 
Compare: H4781 "
H4758,"mar'eh (mar-eh') n-m.
1. a view (the act of seeing)
2. also an appearance (the thing seen), whether (real) a shape (especially if handsome, comeliness
3. often plural the looks), or (mental) a vision
[from H7200]
KJV: X apparently, appearance(-reth), X as soon as beautiful(-ly), countenance, fair, favoured, form, goodly, to look (up) on (to), look(-eth), pattern, to see, seem, sight, visage, vision. 
Root(s): H7200 "
H4759,"mar'ah (mar-aw') n-f.
1. a vision
2. (causatively) a mirror
[feminine of H4758]
KJV: looking glass, vision. 
Root(s): H4758 "
H4760,"mur'ah (moor-aw') n-f.
1. something conspicuous, i.e. the craw of a bird (from its prominence)
[apparently feminine passive causative participle of H7200]
KJV: crop. 
Root(s): H7200 "
H4761,"mar'ashah (mar-aw-shaw') adv.
1. (properly) headship, i.e. (plural for collective) dominion
[denominative from H7218]
KJV: principality. 
Root(s): H7218 "
H4762,"Mar'eshah (mar-ay-shaw') (or Mareshah {mar-ay-shaw'}) n/l.
1. summit
2. Mareshah, the name of two Israelites and of a place in Israel
[formed like H4761]
KJV: Mareshah. 
Root(s): H4761 "
H4763,"mra'ashah (mer-ah-ash-aw') adv.
1. (properly) a headpiece, i.e. (plural for adverbial) at (or as) the head-rest (or pillow)
[formed like H4761]
KJV: bolster, head, pillow. 
Root(s): H4761 
Compare: H4772 "
H4764,"Merab (may-rawb') n/p.
1. increase
2. Merab, a daughter of Saul
[from H7231]
KJV: Merab. 
Root(s): H7231 "
H4765,"marbad (mar-bad') n-m.
1. a coverlet
[from H7234]
KJV: covering of tapestry. 
Root(s): H7234 "
H4766,"marbeh (mar-beh') n-m.
1. (properly) increasing
2. as noun, greatness, or (adverbially) greatly
[from H7235]
KJV: great, increase. 
Root(s): H7235 "
H4767,"mirbah (meer-baw') n-f.
1. abundance, i.e. a great quantity
[from H7235]
KJV: much. 
Root(s): H7235 "
H4768,"marbiyth (mar-beeth') n-f.
1. a multitude
2. also offspring
3. specifically interest (on capital)
[from H7235]
KJV: greatest part, greatness, increase, multitude. 
Root(s): H7235 "
H4769,"marbets (mar-bates') n-m.
1. a reclining place, i.e. fold (for flocks)
[from H7257]
KJV: couching place, place to lie down. 
Root(s): H7257 "
H4770,"marbeq (mar-bake') n-m.
1. a stall (for cattle)
[from an unused root meaning to tie up]
KJV: X fat(-ted), stall. "
H4771,"margowa` (mar-go'-ah) n-m.
1. a resting place
[from H7280]
KJV: rest. 
Root(s): H7280 "
H4772,"marglah (mar-ghel-aw') n-f.
1. (plural for collective) a footpiece, i.e. (adverbially) at the foot, or (direct.) the foot itself
[denominative from H7272]
KJV: feet. 
Root(s): H7272 
Compare: H4763 "
H4773,"margemah (mar-gay-maw') n-f.
1. a stone-heap
[from H7275]
KJV: sling. 
Root(s): H7275 "
H4774,"marge`ah (mar-gay-aw') n-f.
1. rest
[from H7280]
KJV: refreshing. 
Root(s): H7280 "
H4775,"marad (maw-rad') v.
1. to rebel
[a primitive root]
KJV: rebel(-lious). "
H4776,"mrad (mer-ad') n-m.
1. rebellion
[(Aramaic) from a root corresponding to H4775]
KJV: rebellion. 
Root(s): H4775 "
H4777,"mered (meh'-red) n-m.
1. rebellion
[from H4775]
KJV: rebellion. 
Root(s): H4775 "
H4778,"Mered (meh'-red) n/p.
1. Mered, an Israelite
[the same as H4777]
KJV: Mered. 
Root(s): H4777 "
H4779,"marad (maw-rawd') adj.
1. rebellious
[(Aramaic) from the same as H4776]
KJV: rebellious. 
Root(s): H4776 "
H4780,"marduwth (mar-dooth') n-f.
1. rebelliousness
[from H4775]
KJV: X rebellious. 
Root(s): H4775 "
H4781,"Mrodak (mer-o-dawk') n/p.
1. Merodak, a Babylonian idol
[of foreign derivation]
KJV: Merodach. 
Compare: H4757 "
H4782,"Mordkay (mor-dek-ah'-ee) n/p.
1. Mordecai, an Israelite
[of foreign derivation]
KJV: Mordecai. "
H4783,"murdaph (moor-dawf') n-m.
1. persecuted
[from H7291]
KJV: persecuted. 
Root(s): H7291 "
H4784,"marah (maw-raw') v.
1. to be (causatively, make) bitter (or unpleasant)
2. (figuratively) to rebel (or resist
3. causatively, to provoke)
[a primitive root]
KJV: bitter, change, be disobedient, disobey, grievously, provocation, provoke(-ing), (be) rebel (against, -lious). "
H4785,"Marah (maw-raw') n/p.
1. bitter
2. Marah, a place in the Desert
[the same as H4751 feminine]
KJV: Marah. 
Root(s): H4751 "
H4786,"morah (mo-raw') n-f.
1. bitterness, i.e. (figuratively) trouble
[from H4843]
KJV: grief. 
Root(s): H4843 "
H4787,"morrah (mor-raw') n-f.
1. trouble
[a form of H4786]
KJV: bitterness. 
Root(s): H4786 "
H4788,"maruwd (maw-rood') n-m.
1. an outcast
2. (abstractly) destitution
[from H7300 in the sense of maltreatment]
KJV: cast out, misery. 
Root(s): H7300 "
H4789,"Merowz (may-roze') n/l.
1. Meroz, a place in Israel
[of uncertain derivation]
KJV: Meroz. "
H4790,"mrowach (mer-o-akh') n-m.
1. bruised, i.e. emasculated
[from H4799]
KJV: broken. 
Root(s): H4799 "
H4791,"marowm (maw-rome') n-m.
1. altitude
2. (concretely) an elevated place
3. (abstractly) elevation
4. (figuratively) elation
5. (adverbially) aloft
[from H7311]
KJV: (far) above, dignity, haughty, height, (most, on) high (one, place), loftily, upward. 
Root(s): H7311 "
H4792,"Merowm (may-rome') n/l.
1. height
2. Merom, a lake in Israel
[formed like H4791]
KJV: Merom. 
Root(s): H4791 "
